Sample	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Huntington.s.disease	3.60E-05	5.98E-05	7.15E-05	4.07E-05	9.46E-05	5.64E-05	5.24E-05	4.83E-05	8.94E-05	6.46E-05	8.37E-05	0.000100559	0.000435234	9.39E-05	7.34E-05	5.56E-05	5.67E-05	4.62E-05	3.82E-05	8.40E-05	5.53E-05	4.07E-05	6.54E-05	8.12E-05	3.06E-05	3.30E-05	0.000123694	0.000272729	1.48E-05	7.67E-05	4.37E-05	0.000100548	0.000101197	7.58E-05	3.68E-05	0.00017551	9.70E-05	7.67E-05	7.94E-05	3.88E-05	0.000315035	0.00019964	0.000295288	6.34E-05	7.49E-05	7.03E-05	6.89E-05	9.15E-05	8.32E-05	9.78E-05	1.28E-05
Neurotrophin.signaling.pathway	2.86E-07	1.65E-06	1.03E-06	1.87E-06	1.31E-06	6.54E-07	2.24E-06	1.02E-06	1.64E-06	5.71E-06	1.25E-06	3.27E-06	3.47E-06	6.43E-05	1.42E-05	6.97E-06	1.54E-05	7.04E-06	1.31E-06	1.52E-05	2.13E-06	1.56E-06	8.34E-06	0	0	0	0	5.74E-08	0	0	0	1.25E-08	1.22E-08	0	0	0	2.29E-08	0	2.12E-08	0	0	5.17E-09	0	0	6.76E-08	3.41E-08	0	1.32E-08	2.05E-08	0	0
Inositol.phosphate.metabolism	0.000623297	0.000650294	0.000820853	0.000766248	0.000821874	0.001000106	0.000675274	0.000715272	0.000678343	0.000729091	0.000811616	0.00056546	0.000547963	0.000548487	0.000530893	0.000557857	0.000609779	0.000568641	0.00059162	0.000422904	0.000735907	0.000591632	0.000538462	0.000620309	0.000556162	0.000566004	0.000466514	0.000582411	0.000305633	0.000622802	0.00067562	0.000637283	0.001112547	0.000614626	0.000561501	0.000685729	0.000636773	0.000495043	0.000726301	0.000462939	0.000443783	0.000469131	0.000546064	0.00053686	0.000533892	0.000655406	0.000525408	0.000573463	0.000539978	0.000614314	0.000459541
Phosphotransferase.system..PTS.	0.002390448	0.003780337	0.002526835	0.001948898	0.001722744	0.003017099	0.002760733	0.005113308	0.002024916	0.002332714	0.00265551	0.0015587	0.001382688	0.001038838	0.004590283	0.001945672	0.002518127	0.003975592	0.004831214	0.006971722	0.003853845	0.004896596	0.001886792	0.006349604	0.005806755	0.007893695	0.006630888	0.011337427	0.010601966	0.005095114	0.004198205	0.003316359	0.004196364	0.004436752	0.004077884	0.007728831	0.004174494	0.005141922	0.003023208	0.002569222	0.007549661	0.002514423	0.008786532	0.00403897	0.003162392	0.003870233	0.0039299	0.004403006	0.002546414	0.005219472	0.007251632
RNA.transport	0.002481948	0.002249562	0.001964395	0.002143923	0.002368327	0.001822454	0.002350163	0.002052222	0.002214977	0.001839203	0.002167918	0.003368517	0.00301725	0.002723579	0.002767255	0.002424981	0.002030269	0.002104636	0.001948328	0.00243407	0.002237284	0.002268054	0.00198666	0.002212182	0.002056369	0.001739473	0.001757807	0.002453426	0.001960558	0.001858435	0.001924281	0.001832542	0.001481531	0.001892984	0.001861661	0.002121212	0.001764718	0.001979553	0.001887944	0.001879957	0.001815404	0.001514783	0.001805277	0.001994995	0.001805521	0.001921492	0.002143781	0.002025979	0.001887938	0.002313171	0.001908575
Pantothenate.and.CoA.biosynthesis	0.003876061	0.004020031	0.003889766	0.003580446	0.003769078	0.003830606	0.004187965	0.003668628	0.003683406	0.003970526	0.003593614	0.003629612	0.003318643	0.003285885	0.004122768	0.003703898	0.004141379	0.004594705	0.004683056	0.004537641	0.004555983	0.004705879	0.003706079	0.00427091	0.004665731	0.004890145	0.004529247	0.004971384	0.004876375	0.004438448	0.004621478	0.00388446	0.004105673	0.004697287	0.00466321	0.004444071	0.004034629	0.004504083	0.003921283	0.004170716	0.005019341	0.003546004	0.004399205	0.003983376	0.004357065	0.003726178	0.004443458	0.004297563	0.004272555	0.004395578	0.004542453
Alcoholism	5.74E-06	2.51E-05	1.97E-05	2.95E-05	1.83E-05	8.24E-06	2.07E-05	1.34E-05	2.25E-05	7.77E-05	2.12E-05	4.35E-05	7.55E-05	0.000918936	0.000226257	0.000102499	0.000208655	0.000100807	1.69E-05	0.000211661	3.27E-05	2.08E-05	0.00015213	1.44E-06	6.42E-07	5.71E-07	2.91E-07	2.62E-08	2.45E-07	1.33E-08	3.03E-07	4.74E-06	2.74E-06	6.87E-08	1.87E-08	7.07E-07	6.22E-07	1.07E-06	1.37E-06	1.07E-06	6.28E-08	5.51E-07	0	1.62E-06	4.22E-07	4.96E-06	2.66E-06	5.17E-06	5.83E-06	3.71E-06	7.81E-08
Carbohydrate.digestion.and.absorption	1.45E-05	1.42E-05	1.67E-05	1.96E-05	1.90E-05	1.73E-05	9.54E-06	6.21E-05	2.21E-05	2.51E-05	2.51E-05	6.50E-05	6.10E-05	3.51E-05	0.000113789	2.78E-05	1.95E-05	7.83E-05	3.04E-05	6.60E-05	3.72E-05	1.69E-05	4.21E-05	4.19E-05	3.06E-05	3.76E-05	7.60E-05	0.00014029	1.08E-05	3.10E-05	3.90E-05	3.26E-05	6.84E-05	6.45E-05	4.01E-05	0.000103719	8.78E-05	4.96E-05	2.75E-05	4.82E-05	0.000128863	8.66E-05	0.000140166	3.35E-05	2.65E-05	3.20E-05	4.96E-05	0.000116107	2.28E-05	7.06E-05	3.63E-05
Amphetamine.addiction	1.23E-06	4.15E-06	2.56E-06	4.28E-06	4.62E-06	1.65E-06	4.85E-06	2.31E-06	3.84E-06	1.40E-05	3.27E-06	5.95E-06	9.11E-06	0.000179818	4.42E-05	1.54E-05	3.44E-05	1.49E-05	1.33E-06	3.99E-05	3.19E-06	1.86E-06	2.52E-05	4.75E-08	2.27E-08	7.92E-09	0	2.62E-08	0	1.33E-08	2.97E-08	1.10E-07	4.39E-08	6.87E-08	1.87E-08	0	4.05E-08	0	3.81E-08	8.04E-08	4.14E-08	6.66E-08	6.44E-09	0	2.32E-08	9.01E-09	4.91E-08	0	3.67E-08	1.72E-08	7.81E-08
D.Arginine.and.D.ornithine.metabolism	9.09E-05	0.000144664	0.000245093	0.000226957	0.000243545	0.000281196	0.000147119	0.00010416	0.000150123	0.000392053	0.000163715	0.000179509	9.25E-05	0.000135423	0.00020573	0.000185766	0.000233954	0.000222231	0.000134045	0.000154843	8.74E-05	0.00010673	7.96E-05	0.00012993	0.000123623	4.53E-05	2.55E-05	6.07E-05	1.54E-05	4.79E-05	6.24E-05	7.49E-05	0.000145533	4.23E-05	6.08E-05	0.000101204	0.000101487	3.37E-05	9.88E-05	3.62E-05	1.17E-05	2.84E-05	2.18E-05	6.71E-05	3.03E-05	4.98E-05	5.34E-05	4.23E-05	4.52E-05	3.62E-05	5.36E-05
Terpenoid.backbone.biosynthesis	0.005233728	0.00509988	0.005178426	0.005024796	0.005133122	0.005021353	0.00528659	0.004716298	0.005049629	0.004933851	0.005071258	0.004747082	0.004538974	0.004485462	0.00465804	0.004933746	0.005069186	0.005009947	0.005304696	0.005018078	0.005213034	0.005197618	0.005045959	0.004915596	0.004783375	0.004745143	0.005934859	0.004244289	0.004323258	0.005704925	0.006174472	0.004629587	0.004954544	0.006128305	0.006113916	0.004524452	0.005384747	0.006346208	0.005322529	0.005797536	0.004716961	0.005748385	0.004283519	0.004967813	0.006181415	0.005124732	0.005272423	0.005746285	0.005814247	0.005480748	0.004674348
Legionellosis	0.003863033	0.003516377	0.003769216	0.00420933	0.004036475	0.003824255	0.003699803	0.003841973	0.003999935	0.003996448	0.004011209	0.004116492	0.00465555	0.005629745	0.003916383	0.00402693	0.004085289	0.003999384	0.003539683	0.003692135	0.003579625	0.003357572	0.004133123	0.003305271	0.003371078	0.002983903	0.002623169	0.00243851	0.002833375	0.002819438	0.002909909	0.003847899	0.003850747	0.003013918	0.002926575	0.003165953	0.003557635	0.00287439	0.003761547	0.003246861	0.002678747	0.003892062	0.002019832	0.003541354	0.002958733	0.003308422	0.003498299	0.003346152	0.003402035	0.002816452	0.003161118
X2.Oxocarboxylic.acid.metabolism	0.004771582	0.004717719	0.004282154	0.00403287	0.004023839	0.004166018	0.004575644	0.004492395	0.003960566	0.004229997	0.004376169	0.004283106	0.00379728	0.003502957	0.004270479	0.004301897	0.004750066	0.005014076	0.004948847	0.004611107	0.004563792	0.0050924	0.004290556	0.004331325	0.005320213	0.004994623	0.004855863	0.004811617	0.005540456	0.005062292	0.005489898	0.004657742	0.004694859	0.005241617	0.005261995	0.004142528	0.004551745	0.005113934	0.004327833	0.004438187	0.005396827	0.00429405	0.00445151	0.004655911	0.005082623	0.004189906	0.005098193	0.00504956	0.004808742	0.005272088	0.005426466
Steroid.hormone.biosynthesis	0.000174214	0.000236556	0.000353394	0.000326153	0.000368164	0.000172155	0.000212213	9.49E-05	0.000473895	0.000163217	0.000141206	0.000224357	0.000305356	0.000461071	0.000226193	0.000313418	0.000220162	0.000101054	0.000200571	0.000163657	0.000156473	6.88E-05	0.000357227	2.41E-05	1.89E-05	9.25E-06	1.30E-05	6.23E-05	1.52E-05	1.45E-05	4.40E-06	4.98E-05	8.14E-05	1.56E-05	1.32E-05	2.91E-05	4.01E-05	5.23E-06	8.95E-05	2.68E-05	0.000531903	4.30E-05	0.000489758	3.87E-05	1.72E-05	0.000130292	3.35E-05	2.73E-05	7.50E-05	9.02E-05	2.04E-06
MAPK.signaling.pathway...yeast	0.000418312	0.000421164	0.000396273	0.000410711	0.000285703	0.000336026	0.00039146	0.000419348	0.000337214	0.000316239	0.000395014	0.000227787	0.000208869	0.000226483	0.000433855	0.000371519	0.000428787	0.000262276	0.000354679	0.000304978	0.000527376	0.000446645	0.000378885	0.000278306	0.000522346	0.000531494	0.000295628	0.00029256	0.00021029	0.000429009	0.000312798	0.000401164	0.000260577	0.000319862	0.000279586	0.000398339	0.000350632	0.000215329	0.00024446	0.000289282	0.000542205	0.000253663	0.000417755	0.000275452	0.000287353	0.000277918	0.000245099	0.000271963	0.000206948	0.000339261	0.000311674
Arachidonic.acid.metabolism	0.000132651	7.02E-05	8.20E-05	5.49E-05	9.80E-05	4.54E-05	8.29E-05	0.000129638	5.40E-05	6.62E-05	7.75E-05	4.87E-05	5.02E-05	3.53E-05	6.55E-05	7.36E-05	5.78E-05	8.77E-05	7.99E-05	6.69E-05	5.07E-05	0.000115381	6.95E-05	0.000125952	6.92E-05	0.000193348	0.000445834	0.000266293	4.04E-05	0.000290461	0.000252096	0.000113527	0.000136119	0.000279123	0.00029438	0.000188996	0.000174078	0.000338811	0.000151472	0.000280817	0.000384013	0.000263627	0.000220652	0.000104023	0.000337876	9.68E-05	0.000167364	0.000226481	0.000211069	0.000244639	0.00010788
Ether.lipid.metabolism	7.77E-06	7.12E-06	2.12E-05	1.92E-05	1.25E-05	1.67E-05	1.19E-05	5.44E-06	1.75E-05	7.24E-06	4.37E-06	2.00E-05	1.42E-05	8.97E-06	1.02E-05	1.68E-05	1.50E-05	1.46E-05	1.57E-05	3.53E-05	2.34E-05	1.59E-05	1.01E-05	1.78E-05	6.04E-05	7.10E-06	2.57E-05	3.48E-05	1.20E-06	6.86E-06	6.39E-06	6.91E-05	4.69E-05	4.13E-06	2.86E-06	5.24E-05	4.27E-05	5.86E-06	3.53E-05	3.83E-05	6.16E-06	4.70E-05	3.78E-05	2.03E-05	3.33E-06	6.83E-05	3.91E-05	1.59E-05	1.82E-05	9.04E-06	6.40E-06
Wnt.signaling.pathway	2.16E-06	6.74E-06	4.54E-06	4.66E-06	5.75E-06	1.85E-06	1.08E-05	4.97E-06	7.02E-06	2.15E-05	4.66E-06	1.01E-05	1.68E-05	0.000275466	5.46E-05	2.65E-05	7.35E-05	2.89E-05	1.73E-06	6.24E-05	5.04E-06	2.12E-06	3.92E-05	0	0	7.92E-09	4.98E-08	0	0	0	0	1.25E-08	8.94E-08	0	0	0	2.53E-07	1.64E-07	6.50E-08	8.84E-07	1.00E-08	5.71E-08	6.44E-09	0	0	2.90E-07	0	2.11E-07	9.09E-08	0	2.16E-07
Furfural.degradation	0	6.37E-07	6.52E-07	1.10E-06	0	0	0	9.36E-07	0	9.60E-07	0	6.00E-06	1.11E-05	3.80E-06	5.75E-06	3.12E-06	0	5.45E-06	2.64E-06	1.57E-05	1.64E-06	6.57E-07	1.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hippo.signaling.pathway	2.32E-06	9.23E-06	5.26E-06	8.57E-06	8.43E-06	3.13E-06	1.05E-05	5.07E-06	9.15E-06	2.88E-05	6.19E-06	1.33E-05	2.04E-05	0.000362239	7.32E-05	3.14E-05	6.79E-05	2.88E-05	4.54E-06	7.04E-05	7.92E-06	5.94E-06	4.62E-05	1.92E-07	1.50E-07	0	4.98E-08	9.71E-08	2.92E-08	0	8.41E-08	5.40E-07	7.72E-07	6.95E-08	1.87E-08	3.54E-08	1.64E-07	1.64E-08	4.23E-07	9.68E-08	0	2.85E-07	0	3.43E-08	1.07E-07	3.14E-07	6.88E-07	2.08E-07	4.29E-07	5.10E-07	9.08E-08
HIF.1.signaling.pathway	0.000587455	0.00053128	0.000639155	0.000661149	0.000614896	0.000632564	0.000604012	0.000612069	0.0006341	0.000604295	0.000603807	0.000541639	0.000643221	0.000615239	0.000530815	0.000570155	0.000554439	0.00052204	0.000535525	0.00055154	0.000565279	0.000525026	0.000593325	0.000563478	0.000620199	0.000522402	0.000445135	0.000512807	0.000513583	0.000484581	0.000505229	0.000552	0.000568317	0.000503984	0.000465311	0.000493522	0.000558877	0.000464674	0.000537289	0.000555215	0.000473852	0.000573292	0.000404201	0.000521427	0.000475218	0.000524004	0.00052009	0.000537539	0.000488756	0.000499197	0.000463725
Fatty.acid.degradation	0.000512439	0.000478321	0.000554365	0.000517286	0.00066853	0.000502241	0.000505217	0.000465317	0.000582953	0.000467556	0.000516545	0.000532271	0.000520745	0.000563751	0.000507953	0.000513328	0.000423875	0.000404024	0.000383694	0.000372347	0.00063143	0.000407185	0.000484258	0.000694549	0.000497231	0.00045718	0.000740914	0.000675503	0.000329209	0.00058599	0.00062224	0.000642719	0.00065868	0.000574021	0.000559003	0.000725908	0.000583894	0.000829736	0.000751515	0.000641954	0.000367733	0.000768776	0.000790089	0.000621773	0.000702566	0.000791882	0.000532152	0.00056879	0.00067376	0.000610712	0.000505317
Toluene.degradation	0.00033958	0.000312419	0.000281339	0.000271923	0.000327553	0.000198059	0.000278999	0.00021472	0.000305545	0.000250177	0.000287083	0.000251128	0.000244456	0.000240355	0.000219909	0.000265247	0.000285219	0.00023029	0.000218436	0.000190527	0.000300494	0.000254975	0.000303975	0.000226102	0.000127354	0.00019704	0.000515777	0.000298757	0.000203515	0.000361381	0.000374985	0.000264233	0.000284226	0.000359752	0.000367059	0.000340801	0.000285373	0.000412685	0.000248157	0.000331685	0.00018847	0.000362744	0.000494303	0.000312921	0.00043187	0.000345645	0.000291053	0.000378256	0.000377983	0.000326391	0.000155822
Flagellar.assembly	0.003989657	0.002453596	0.001737096	0.001896976	0.003287671	0.002464137	0.00349394	0.00361486	0.002898925	0.00296182	0.003187735	0.008191591	0.005319751	0.002079233	0.006108135	0.003048625	0.002310958	0.003843176	0.002233991	0.003613441	0.003399677	0.003192128	0.00428475	0.002609132	0.003570255	0.003488093	0.00498215	0.010972276	0.002292168	0.003979901	0.003934473	0.00499907	0.0039343	0.007148703	0.006344675	0.007588141	0.004976846	0.00881257	0.004506664	0.005346437	0.004246243	0.005611081	0.005444122	0.006061814	0.004238486	0.003514141	0.008361263	0.005788634	0.005489618	0.004358891	0.009340125
GABAergic.synapse	0.000412184	0.000420882	0.000438444	0.000422046	0.0004327	0.000448699	0.000436032	0.000389456	0.000416302	0.000445066	0.000406078	0.000443156	0.000400858	0.000466213	0.000441567	0.000439874	0.000457446	0.000463265	0.000458724	0.000444078	0.000428862	0.000434984	0.000401581	0.0004537	0.000365709	0.000412585	0.000379349	0.000336252	0.000375089	0.000359426	0.000416195	0.000413638	0.000440017	0.00035977	0.000390191	0.000389481	0.00038741	0.000375344	0.000408797	0.000385094	0.000373263	0.000372458	0.000473264	0.000423721	0.000409249	0.000491736	0.000414964	0.000367785	0.00043376	0.000394757	0.000401665
Folate.biosynthesis	0.004410795	0.003682746	0.003012099	0.002898461	0.003184365	0.002911701	0.003547578	0.00325339	0.003436667	0.002827062	0.003297467	0.00309708	0.002966734	0.002396208	0.003469846	0.003261689	0.003412316	0.003519382	0.003799244	0.003090485	0.00434882	0.004587813	0.003425728	0.003084191	0.003297156	0.004277208	0.006414082	0.004054573	0.002801052	0.005464341	0.005128982	0.003061733	0.003196237	0.005022319	0.005294304	0.003420522	0.003935405	0.005478779	0.003402594	0.004593204	0.005066008	0.004560391	0.005355097	0.003537097	0.00572813	0.003695164	0.003919834	0.005257662	0.004607741	0.005204619	0.003379336
Phenylalanine..tyrosine.and.tryptophan.biosynthesis	0.004743556	0.004946136	0.004237692	0.003876548	0.003774765	0.0040559	0.004575203	0.004691129	0.003791584	0.003895656	0.004457305	0.003612343	0.00316177	0.002857523	0.004254619	0.004127855	0.00432941	0.004607056	0.004741152	0.00456577	0.004066428	0.005157285	0.004124596	0.004073959	0.004448134	0.004787973	0.005915435	0.004784633	0.004507685	0.005628219	0.00579028	0.004336539	0.004136642	0.005897887	0.005951822	0.004012448	0.004616276	0.00603481	0.004231302	0.004979787	0.004972126	0.004866465	0.003936158	0.004436888	0.005791984	0.004085612	0.005045397	0.005408718	0.005335846	0.005646884	0.004754729
Shigellosis	9.53E-08	8.03E-07	3.38E-07	3.72E-07	5.12E-08	4.55E-07	4.33E-07	4.07E-07	1.44E-06	2.45E-07	3.21E-07	7.12E-07	3.38E-06	2.53E-06	5.88E-07	8.44E-07	5.45E-07	3.51E-07	1.65E-06	6.82E-07	1.19E-06	9.04E-07	1.03E-06	1.19E-07	1.27E-07	1.55E-07	0	1.34E-08	2.92E-08	2.16E-06	3.74E-07	2.31E-07	5.72E-07	3.51E-08	0	3.54E-08	1.59E-07	1.64E-08	4.54E-07	1.64E-07	1.42E-05	7.57E-08	5.16E-06	3.43E-08	3.79E-06	3.77E-07	5.91E-07	3.61E-07	3.35E-07	1.76E-06	1.26E-08
Measles	7.52E-06	9.90E-06	7.99E-06	1.19E-05	9.62E-06	5.72E-06	1.22E-05	4.64E-06	1.07E-05	1.44E-05	8.44E-06	2.56E-05	2.59E-05	0.000150595	3.77E-05	2.37E-05	3.94E-05	1.46E-05	6.31E-06	3.46E-05	9.21E-06	5.12E-06	2.38E-05	6.01E-06	9.56E-07	2.03E-08	0	6.11E-07	4.53E-07	4.82E-08	7.88E-07	9.21E-06	1.15E-05	1.25E-07	6.37E-08	1.22E-05	3.01E-06	3.28E-08	9.09E-06	1.47E-06	4.65E-07	2.18E-06	3.03E-08	1.32E-06	4.91E-08	1.56E-06	5.12E-06	5.19E-06	1.27E-05	1.20E-05	5.11E-07
VEGF.signaling.pathway	2.28E-08	8.53E-08	2.05E-08	0	3.93E-08	1.54E-08	7.02E-08	4.41E-08	2.47E-08	1.93E-07	4.40E-08	1.31E-07	3.92E-07	2.66E-06	5.11E-07	2.92E-07	4.80E-07	1.42E-07	8.02E-08	4.85E-07	1.68E-07	1.48E-07	4.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Nitrogen.metabolism	0.003263672	0.003596425	0.003384158	0.003091232	0.003201483	0.003478019	0.003270879	0.003317107	0.003110731	0.003447605	0.003286709	0.00333936	0.002820922	0.00272779	0.003922756	0.003518147	0.003812889	0.00404484	0.003850872	0.003949521	0.003838703	0.00405098	0.003288684	0.004129725	0.003801072	0.003881351	0.004855293	0.00480792	0.003859832	0.003658835	0.003781789	0.003480182	0.003799525	0.003628641	0.003801605	0.00421294	0.003197271	0.003792832	0.003283527	0.003294153	0.006472027	0.003657237	0.005410701	0.003134175	0.003452689	0.003229641	0.003641628	0.003410912	0.003685969	0.004351625	0.003752351
Phenylpropanoid.biosynthesis	0.000849991	0.000954135	0.00058766	0.000596116	0.00057327	0.000608726	0.000680213	0.000729746	0.000615701	0.000762502	0.000811852	0.000904172	0.00076301	0.000941195	0.00087946	0.000796073	0.000715293	0.000824828	0.000810111	0.000766535	0.001299275	0.000792261	0.000684221	0.000577453	0.000545282	0.000637586	0.001171031	0.000945393	0.000824359	0.00083305	0.000907221	0.000502139	0.000583025	0.000990402	0.001018475	0.000410305	0.00057295	0.001131689	0.000555618	0.00073723	0.0008204	0.000775299	0.001296106	0.000660609	0.001071551	0.000576706	0.000756764	0.000732048	0.000870717	0.001543236	0.000701259
Small.cell.lung.cancer	4.48E-08	1.07E-06	2.17E-07	4.81E-07	1.24E-06	1.45E-06	1.28E-06	5.13E-07	1.24E-06	2.38E-06	1.61E-06	9.79E-07	9.18E-07	1.39E-05	2.90E-06	1.05E-06	3.65E-06	1.31E-06	1.26E-07	1.77E-06	3.26E-07	4.05E-07	1.58E-06	0	0	0	0	0	0	0	0	0	0	7.46E-08	0	0	3.31E-07	0	2.82E-07	0	0	0	0	0	0	0	0	2.75E-07	1.60E-07	0	0
Notch.signaling.pathway	0	2.62E-07	9.21E-08	2.60E-07	1.49E-07	1.56E-07	2.77E-07	1.32E-07	1.20E-07	9.09E-07	1.29E-07	4.15E-07	6.02E-07	6.68E-06	1.08E-06	1.14E-06	1.54E-06	5.41E-07	1.76E-07	7.73E-07	7.56E-07	6.77E-07	1.12E-06	0	0	0	0	0	2.45E-07	0	0	0	3.07E-07	0	0	0	0	0	0	0	3.14E-08	1.29E-07	0	0	0	5.30E-08	0	0	0	0	0
Vasopressin.regulated.water.reabsorption	1.72E-06	1.12E-05	1.59E-05	2.23E-05	2.05E-05	4.09E-06	3.06E-05	1.70E-05	1.57E-05	8.76E-05	2.17E-05	3.56E-05	6.66E-05	0.000976656	0.000218836	0.000101886	0.000266149	9.01E-05	2.97E-06	0.000251306	2.83E-05	1.08E-05	0.000168691	9.28E-07	1.64E-07	2.19E-07	0	0	0	1.77E-07	0	9.59E-07	2.21E-06	2.72E-07	0	0	1.29E-07	0	7.97E-07	0	2.45E-07	9.17E-09	6.44E-09	4.65E-07	0	9.01E-09	0	5.01E-07	1.38E-06	0	4.11E-08
Long.term.depression	3.20E-07	1.81E-06	7.88E-07	1.22E-06	1.37E-06	3.43E-07	1.82E-06	7.62E-07	1.47E-06	4.16E-06	1.03E-06	2.60E-06	4.20E-06	6.52E-05	1.19E-05	5.19E-06	1.10E-05	4.82E-06	4.06E-07	1.02E-05	1.52E-06	9.09E-07	6.85E-06	2.54E-08	0	0	0	0	0	0	0	0	1.88E-07	0	0	0	3.27E-08	0	2.12E-08	0	0	1.62E-07	0	0	0	3.28E-08	4.80E-08	3.11E-08	6.08E-08	0	0
Other.types.of.O.glycan.biosynthesis	0	0	0	0	0	0	0	0	0	7.34E-07	0	0	8.88E-06	0	0	0	0	0	0	0	0	5.03E-07	0	0	0	0	0	4.26E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Type.II.diabetes.mellitus	0.000166302	0.000152667	0.000163469	0.000161347	0.000148646	0.000206766	0.000173344	0.000170964	0.00013599	0.00015501	0.000160396	0.000157446	0.000159363	0.000173787	0.000199339	0.000161992	0.000155571	0.000158059	0.000160741	0.000167971	0.000161592	0.000171403	0.000162559	0.000160067	0.000152391	0.000156344	0.000159804	0.000172096	0.000186378	0.000187503	0.000186756	0.000118008	0.00017578	0.000176048	0.000183133	0.000147125	0.000172596	0.000183868	0.000175414	0.000146918	0.000190663	0.000173942	0.000144338	0.000124002	0.000178684	0.000145859	0.000167246	0.000190416	0.000171977	0.000176973	0.000162616
Arginine.and.proline.metabolism	0.009333481	0.009112219	0.008746023	0.008814214	0.00886197	0.008621611	0.008769	0.008496893	0.008887748	0.008877379	0.008982867	0.008559095	0.00785962	0.008475914	0.008678872	0.008878801	0.009063015	0.008976455	0.009317989	0.00915066	0.008904115	0.009251547	0.009797661	0.008898845	0.008615656	0.009936494	0.011209226	0.008879949	0.01040764	0.010258785	0.010316397	0.008950015	0.009321029	0.010316	0.010400023	0.00860529	0.008737038	0.009773629	0.008758828	0.009532609	0.008790283	0.009146994	0.010326864	0.009434886	0.0100076	0.009534787	0.009495915	0.009230416	0.009535979	0.009898189	0.009720392
Dilated.cardiomyopathy	2.18E-07	1.50E-06	4.54E-07	6.87E-07	5.50E-07	3.04E-07	1.20E-06	8.17E-07	2.29E-06	2.44E-06	6.20E-07	2.71E-06	3.29E-06	3.12E-05	5.97E-06	3.08E-06	5.59E-06	2.88E-06	7.91E-07	6.27E-06	1.05E-06	9.67E-07	4.80E-06	1.19E-07	1.27E-07	7.92E-09	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	5.72E-07	3.51E-08	0	3.54E-08	4.05E-08	1.64E-08	2.13E-07	1.64E-08	2.26E-07	7.97E-08	6.44E-09	3.43E-08	1.58E-08	7.96E-08	5.91E-07	1.64E-07	3.61E-07	4.93E-07	1.26E-08
Biosynthesis.of.siderophore.group.nonribosomal.peptides	3.77E-06	9.37E-06	2.43E-05	1.08E-05	8.91E-06	1.51E-05	1.21E-05	4.23E-06	8.98E-06	9.26E-06	5.66E-06	7.96E-06	9.98E-06	9.90E-06	1.65E-05	1.69E-05	3.96E-05	2.85E-05	4.11E-05	3.67E-05	1.40E-05	3.94E-05	1.01E-05	0.000167663	2.53E-05	4.95E-05	0.000310332	0.000637077	1.13E-05	8.70E-05	5.30E-05	6.23E-05	8.30E-05	3.69E-05	3.24E-05	0.000398328	1.85E-05	7.86E-05	3.50E-05	5.57E-06	0.000194818	0.000200997	0.001096248	1.17E-05	5.95E-05	3.55E-05	4.82E-05	1.39E-05	2.20E-05	4.42E-05	1.45E-05
Phenylalanine.metabolism	0.001435542	0.001527767	0.001795046	0.001664126	0.00162911	0.001736937	0.001597612	0.001320202	0.00151904	0.001641054	0.001434719	0.001535927	0.001528095	0.001498713	0.001646016	0.001632129	0.001889323	0.0018367	0.002087768	0.001973161	0.001417685	0.001717216	0.001691615	0.001958391	0.001385567	0.000914991	0.001491559	0.001800728	0.000932931	0.00102104	0.00119619	0.001289936	0.001345862	0.000910735	0.000912581	0.002073091	0.000877587	0.000951218	0.001181609	0.000940829	0.000944305	0.001162055	0.002589274	0.001039126	0.000926157	0.001209972	0.001143042	0.000771731	0.001136969	0.000986162	0.001046188
Rheumatoid.arthritis	6.55E-07	1.17E-06	1.46E-06	1.73E-06	1.31E-06	4.41E-07	3.49E-06	1.07E-06	2.13E-06	6.48E-06	1.88E-06	5.13E-06	9.12E-06	7.23E-05	1.37E-05	1.02E-05	1.63E-05	8.72E-06	1.29E-06	1.84E-05	3.98E-06	2.88E-06	1.31E-05	6.03E-07	9.47E-08	2.33E-08	2.35E-07	3.28E-07	9.01E-07	0	5.69E-07	2.17E-06	3.88E-06	5.37E-08	7.45E-08	5.41E-08	6.66E-07	1.39E-07	2.43E-06	1.06E-06	2.86E-07	2.10E-07	5.72E-07	9.43E-08	0	4.81E-07	3.58E-06	2.36E-06	3.24E-06	3.58E-06	4.55E-07
